"Location","Supply Source","Item #","Name","Qty. On Hand","Par Level","Min Level","Reorder Qty","Custom #"," Bin #"," Price"," GL #"," Pack Count"," Custom 1"," Custom 2"," Custom 3"," Ext. Price"
"Manteca Dry Mix","BAYCO","M BYCOGRANSG5126","Sugar Granulated Cane 50lb/bg item#5125","505","0","0","0","INGREDIENT","","38.55","","1","","","","19467.75"
"Manteca Dry Mix","INTERNATIONAL FOOD PRODUCTS","M IFPCNGMOCS50","Corn Starch NGMO Melojel Item#201289 (50lb/bag)","24","0","0","0","INGREDIENT","","39.60","","1","","","","950.40"
"Manteca Bakery","BAYCO","M 260518","Vital Wheat Gluten/ 50lb Bag","3","0","0","0","INGREDIENT","","108.00","","1","","","","324.00"
"Manteca Dry Mix","BAYCO","M BYCOBKPWDR","Baking Powder 50lb/bg item#9301","7","0","0","0","INGREDIENT","","96.00","","1","","","","672.00"
"Manteca Dry Mix","BAYCO","M BYCOBKSD9317","Baking Soda 50lb/bg item#9316","3","0","0","0","INGREDIENT","","26.90","","1","","","","80.70"
"Manteca Dry Mix","DAWN FOODS INC","M 2404684","Morton Salt","8","0","0","0","INGREDIENT","","14.28","","1","","","","114.24"
"Manteca Dry Mix","International Bakers Services","M IBSNBAVDA08","Natural Butter and Vanilla (Dry) DA08 50#","7","0","0","0","INGREDIENT","","175.55","","1","","","","1228.85"
"Manteca Warehouse","Amazon","8","Multipurpose Copy Printer Paper","0","0","0","0","SUPPLIES","","39.99","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P090","Large4CellBox(12pk)-New_25pc/bn Item#904320090-001","0","0","0","0","PACKAGING","","0.00","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","DBLCHOCDRYMIX","Double Chocolate Dry Mix (50lb/bag)","10","0","0","0","INGREDIENT","","42.50","","1","","","","425.00"
"Sumner Vault","Antonina's Bakery","ENZYMEDRYMIX","Enzyme Dry Mix (50lb/bag)","984","0","0","0","INGREDIENT","","42.50","","1","","","","41820.00"
"Manteca Warehouse","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","144","0","0","0","INGREDIENT","","47.25","","1","","","","6804.00"
"Manteca Warehouse","LANDSBERG","1476720","Pallet Covers","11","0","0","0","SUPPLIES","","132.50","","1","","","","1457.50"
"Manteca Warehouse","LANDSBERG","1506354","Beard Nets","10","0","0","0","SUPPLIES","","42.86","","1","","","","428.60"
"Manteca Warehouse","LANDSBERG","626836","Tape Gun Tape","3","0","0","0","SUPPLIES","","64.03","","1","","","","192.09"
"Manteca Warehouse","LANDSBERG","LAN1337094","Hairnets-Blue","1","0","0","0","SUPPLIES","","26.60","","1","","","","26.60"
"Manteca Warehouse","LANDSBERG","LAN372461","Machine Packaging Tape 2.1MIL","2","0","0","0","SUPPLIES","","120.99","","1","","","","241.98"
"Manteca Warehouse","LANDSBERG","LAN385550","Hairnets-White","3","0","0","0","SUPPLIES","","69.61","","1","","","","208.83"
"Manteca Warehouse","LANDSBERG","LAN626851","Shrink Wrap","3","0","0","0","SUPPLIES","","72.71","","1","","","","218.13"
"Manteca Warehouse","Uline","S-10478-S2","Disposable Face Mask","0","0","0","0","SUPPLIES","","7.00","","1","","","","0.00"
"Manteca Warehouse","Uline","S-22328","Tork Soft Mini Jumbo Bath Tissue","3","0","0","0","SUPPLIES","","58.00","","1","","","","174.00"
"Manteca Warehouse","Uline","S-24022BLU","Metal Detectable Bouffant Caps-Blue","11","0","0","0","SUPPLIES","","14.00","","1","","","","154.00"
"Manteca Warehouse","Uline","S-2613","10x10 Reclosable Bags","5","0","0","0","SUPPLIES","","153.00","","1","","","","765.00"
"Manteca Warehouse","Uline","S-3124","13x15??? 4 Mil Reclosable Bags","3","0","0","0","SUPPLIES","","113.00","","1","","","","339.00"
"Manteca Warehouse","Uline","S-7024G","Hairnet- Green","1","0","0","0","SUPPLIES","","8.00","","1","","","","8.00"
"Manteca Warehouse","Uline","S-7024R","Hairnets- Red","1","0","0","0","SUPPLIES","","5.00","","1","","","","5.00"
"Manteca Warehouse","Uline","S-7276","Toilet Seat Covers","7","0","0","0","SUPPLIES","","3.90","","1","","","","27.30"
"Manteca Warehouse","Uline","S-7978W","Monarch 1136 White Labels","15","0","0","0","SUPPLIES","","35.00","","1","","","","525.00"
"Manteca Warehouse","Uline","S-24023BL","Disposable Face Mask","3","0","0","0","SUPPLIES","","6.00","","1","","","","18.00"
"Manteca Warehouse","Uline","S-6799","Industrial Thermal Transfer Ribbons","6","0","0","0","PACKAGING","","17.00","","1","","","","102.00"
"Manteca Bakery","LANDSBERG","1479387","Large Gloves","0","0","0","0","SUPPLIES","","167.00","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","TJGINGERMUFFIN","Trader Joes Triple Ginger Muffin 12pk Item#74636 (60/pallet)","1455","0","0","0","FINISHED GOODS","","39.58","","1","","","","57588.90"
"Manteca Bakery","Challenge Dairy Products, Inc.","M CDDBTM","Buttermilk Powder 50lb item#6073","0","0","0","0","INGREDIENT","","115.93","","1","","","","0.00"
"Manteca Bakery","LANDSBERG","M 1462987","43x48 56gal 14MIC Natural HDPE Can liner 200/case","0","0","0","0","SUPPLIES","","43.50","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I067","CornStarch_Melojel_50lb/bg 50pp Item#201289","141","0","0","0","INGREDIENT","","39.60","","1","","","","5583.60"
"Sumner Vault","FOOD GUYS","I068","GFOats_HarvestOats _50lb/bg","51","0","0","0","INGREDIENT","","71.00","","1","","","","3621.00"
"Manteca Warehouse","Amazon","1","Wypall Wipes x60","8","0","0","0","","","73.22","","1","","","","585.76"
"Manteca Bakery","Par Way Tryson Company","M PWTCNONGMOOILSPRY55GL","Oil Spray NON GMO Vegalene 55gl Drum","0","0","0","0","INGREDIENT","","1010.84","","1","","","","0.00"
"Manteca Warehouse","GREAT LITTLE BOX COMPANY","904320047-001","Antoninas Labels","0","0","0","0","PACKAGING","","457.08","","1","","","","0.00"
"Sumner Vault","CREDIT CARD WILL CALLS","I069","PotatoStarch_RestaurantDepot 50lb/bg","0","0","0","0","INGREDIENT","","51.90","","1","","","","0.00"
"Manteca Warehouse","Uline","H-2478","Step Stool","0","0","0","0","SUPPLIES","","19.00","","1","","","","0.00"
"Manteca Warehouse","Uline","S-10480G","Bouffant Caps- Green","3","0","0","0","SUPPLIES","","7.00","","1","","","","21.00"
"Manteca Warehouse","Uline","H-8809","File Sorter","0","0","0","0","SUPPLIES","","25.00","","1","","","","0.00"
"Manteca Bakery","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","0","0","0","0","INGREDIENT","","47.25","","1","","","","0.00"
"Manteca Bakery","DAWN FOODS INC","M 1088261","U.S. Extra Grade Buttermilk Powder","0","0","0","0","INGREDIENT","","149.13","","1","","","","0.00"
"Manteca Bakery","LANDSBERG","M 166746","14x14x12","0","0","0","0","PACKAGING","","35.50","","1","","","","0.00"
"Sumner Vault","BAKE MARK","I070","GranulatedSugar_Roger_50lb/bg","590","0","0","0","INGREDIENT","","28.50","","1","","","","16815.00"
"Manteca Warehouse","Amazon","2","Stainless Steel Scoop","0","0","0","0","SUPPLIES","","28.81","","1","","","","0.00"
"Manteca Warehouse","Amazon","3","Floor Scrubber","0","0","0","0","SUPPLIES","","18.98","","1","","","","0.00"
"Manteca Warehouse","Amazon","4","Chair Leg Protector ","0","0","0","0","SUPPLIES","","10.99","","1","","","","0.00"
"Manteca Warehouse","Amazon","5","Machine Oil Spray","0","0","0","0","SUPPLIES","","14.60","","1","","","","0.00"
"Manteca Warehouse","Amazon","6","Stainless Steel Scoop","0","0","0","0","SUPPLIES","","27.56","","1","","","","0.00"
"Manteca Warehouse","Amazon","7","Work Gloves","0","0","0","0","SUPPLIES","","18.90","","1","","","","0.00"
"Manteca Warehouse","B&B Supply","1","XL Pro 26EA Labels ","0","0","0","0","SUPPLIES","","32.95","","1","","","","0.00"
"Transit","Antonina's Bakery","13315","GFI Cinnamon Coffee Cake 12/pk","270","0","0","0","FINISHED GOODS","","51.48","","1","","","","13899.60"
"Transit","Antonina's Bakery","M 05240-2","Cinnamon Coffee Cake Item#094235 (54/pallet)","0","0","0","0","FINISHED GOODS","","40.68","","1","","","","0.00"
"Transit","Par Way Tryson Company","M PWTNONGMOSPRAY","Oil Spray Cans Vegalene 6/17oz case (6.375lbs) item#17050 (Order in 150qty)","156","0","0","0","INGREDIENT","","28.02","","1","","","","4371.12"
"Sumner Vault","LANDSBERG","P001","Large 4 Cell Panoramic_ 225pc/cs_24pp Item#1552338","166","0","0","0","PACKAGING","","71.70","","1","","","","11902.20"
"Sumner Vault","LANDSBERG","P002","Large 4 Cell Box(12pk)_ Landsberg_25pc/bn_15pp Item#1545845","3125","0","0","0","PACKAGING","","1.25","","1","","","","3906.25"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P003","FLAT Large 4 Cell Box(12Pk) _GLBC_25pc/bn_16pp Item#904320082-001","552","0","0","0","PACKAGING","","38.50","","1","","","","21252.00"
"Sumner Vault","LANDSBERG","P004","LargeBakingCups_NovaCart _10500pc/cs_36pp Item#1555131","75","0","0","0","PACKAGING","","165.14","","1","","","","12385.50"
"Sumner Vault","LANDSBERG","P005","MediumBakingCups _NovaCart_20500pc/cs Item#1474382","102","0","0","0","PACKAGING","","115.83","","1","","","","11814.66"
"Sumner Vault","LANDSBERG","P006","Small 4 Cell GripB (300/cs)","296","0","0","0","PACKAGING","","57.30","","1","","","","16960.80"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P007","Small 4 Cell Box(12 pk)_GLBC _25pc/bn","40","0","0","0","PACKAGING","","27.25","","1","","","","1090.00"
"Sumner Vault","GRIP B","P008","RingCakeLid_GripB_300pc/cs","51","0","0","0","PACKAGING","","32.00","","1","","","","1632.00"
"Sumner Vault","PINN PACK","P009","RingCakeLid_PinnPack _540pc/cs","0","0","0","0","PACKAGING","","66.36","","1","","","","0.00"
"Sumner Vault","GRIP B","P010","RingCakeBase_GripB_300pc/cs","70","0","0","0","PACKAGING","","19.44","","1","","","","1360.80"
"Sumner Vault","PINN PACK","P011","RingCakeBase_PinnPack _675pc/cs Item#07BR-538-X","0","0","0","0","PACKAGING","","76.79","","1","","","","0.00"
"Sumner Vault","GRIP B","P013","SingleLayerLid_GripB _200pc/cs Item#1517556","121","0","0","0","PACKAGING","","88.72","","1","","","","10735.12"
"Sumner Vault","LANDSBERG","P014","SingleLayerCakeBase_GripB _200pc/cs","381","0","0","0","PACKAGING","","72.56","","1","","","","27645.36"
"Sumner Vault","LANDSBERG","P015","CakePads_Landsberg _200pc/cs","34","0","0","0","PACKAGING","","34.70","","1","","","","1179.80"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P016","LayerCakeBox_GLBC_25pc/bn","0","0","0","0","PACKAGING","","22.00","","1","","","","0.00"
"Sumner Vault","LANDSBERG","P017","ShrinkWrap_Landsberg _4rl/cs Item#626851","11","0","0","0","PACKAGING","","72.70","","1","","","","799.70"
"Sumner Vault","LANDSBERG","P018","HandTape_Landsberg_36rl/cs Item#626837","5","0","0","0","PACKAGING","","68.07","","1","","","","340.35"
"Sumner Vault","LANDSBERG","P019","MachineTape_Landsberg _6rl/cs Item#626848","16","0","0","0","PACKAGING","","114.49","","1","","","","1831.84"
"Sumner Vault","LANDSBERG","P020","PalletPad_Landsberg_250/pl Item#147347","2","0","0","0","PACKAGING","","357.50","","1","","","","715.00"
"Sumner Vault","LANDSBERG","P021","V-Board_Landsberg_2925/pl Item#1476155","1","0","0","0","PACKAGING","","676.94","","1","","","","676.94"
"Sumner Vault","LANDSBERG","P022","PalletCovers_Landsberg _1rl/cs Item#1476720","3","0","0","0","PACKAGING","","156.31","","1","","","","468.93"
"Sumner Vault","LANDSBERG","P023","4X4Labels_Landsberg _6000pc/cs Item#1380686","12","0","0","0","PACKAGING","","124.62","","1","","","","1495.44"
"Sumner Vault","LANDSBERG","P024","SheetLiner_Landsberg _1000pc/cs Item#1352339","47","0","0","0","PACKAGING","","35.50","","1","","","","1668.50"
"Sumner Vault","LANDSBERG","P025","TJ Cinnamon Coffee Cake Muffins Label 14oz_Landsberg_1000pc/rl Item#1540143","102","0","0","0","PACKAGING","","30.00","","1","","","","3060.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P026","TJDoubleChocolateMuffins, 14oz_GLBC_1000pc/rl Item#904320073-001","62","0","0","0","PACKAGING","","28.29","","1","","","","1753.98"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P027","AntoninasYellowDecoratedCupcakes, 4pk_GLBC_1000pc/rl Item#904320060-001","10","0","0","0","PACKAGING","","33.31","","1","","","","333.10"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P028","AntoninasChocolateDecoratedCupcakes, 4pk_GLBC_1000pc/rl Item#904320059-001","14","0","0","0","PACKAGING","","33.31","","1","","","","466.34"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P029","AntoninasSingleChocolateLayerCake, 30oz_GLBC_1000pc/rl Item#904320061-002","4","0","0","0","PACKAGING","","33.31","","1","","","","133.24"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P030","AntoninasSingleYellowLayerCake, 30oz_GLBC_1000pc/rl Item#904320062-002","14","0","0","0","PACKAGING","","33.31","","1","","","","466.34"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P031","AntoninasBlueberryRaspberryMuffins, 14oz_GLBC_1000pc/rl","17","0","0","0","PACKAGING","","66.85","","1","","","","1136.45"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P032","AntoninasBlueberryRaspberryMuffins, 10.5oz_GLBC_1000pc/rl Item#904320053-001","0","0","0","0","PACKAGING","","66.85","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P033","AntoninasChocolateChipMuffins, 14oz_GLBC_1000pc/rl","14","0","0","0","PACKAGING","","66.85","","1","","","","935.90"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P034","AntoninasChocolateChipMuffins, 10.5oz_GLBC_1000pc/rl Item#904320054-001","15","0","0","0","PACKAGING","","66.85","","1","","","","1002.75"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P035","AntoninasLemonPoppySeedMuffins, 14oz_GLBC_1000pc/rl","13","0","0","0","PACKAGING","","66.85","","1","","","","869.05"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P036","AntoninasCinnamonChipMuffin, 14oz_GLBC_1000pc/rl","9","0","0","0","PACKAGING","","66.85","","1","","","","601.65"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P037","SimpleTruthCelebrationCake, 16oz_GLBC_GLBC_1000pc/rl","17","0","0","0","PACKAGING","","29.72","","1","","","","505.24"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P038","SimpleTruthDoubleChocolateCake, 16oz_GLBC_1000pc/rl Item#904320008-001","18","0","0","0","PACKAGING","","29.72","","1","","","","534.96"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P039","TJPumpkinMuffins, 14oz_GLBC_1000pc/rl","144","0","0","0","PACKAGING","","29.90","","1","","","","4305.60"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P040","TJ Triple Ginger Muffins, 14oz_GLBC_1000pc/rl Item#904320083-001","246","0","0","0","PACKAGING","","27.29","","1","","","","6713.34"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I001","WhiteRiceFlour_WesternFoods _50lb/bg_50pp Item#202621","205","0","0","0","INGREDIENT","","44.21","","1","","","","9063.05"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I002","BrownRiceFlour_WesternFoods _50lb/bg_50pp Item#202628","35","0","0","0","INGREDIENT","","46.19","","1","","","","1616.65"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I003","PotatoStarch_Agridient _50lb/bg_50pp Item#202677","64","0","0","0","INGREDIENT","","54.69","","1","","","","3500.16"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I004","TapiocaStarch_Ingredion _50lb/bg_50pp Item#202562","0","0","0","0","INGREDIENT","","60.11","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I005","Tapioca Starch_Agridient _50lb/bg_50pp","0","0","0","0","INGREDIENT","","57.52","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I006","CornStarch_Tate&Lyle _50lb/bg_45pp Item#202769","0","0","0","0","INGREDIENT","","39.60","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I007","CocoaPowder_Cargill _50lb/bg_50pp Item#202263","51","0","0","0","INGREDIENT","","126.30","","1","","","","6441.30"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I009","SugarGranulated_Lantic _50lb/bg_50pp","0","0","0","0","INGREDIENT","","27.18","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I010","Brown Sugar Imperial Item#200253 (50lb/bag)","278","0","0","0","INGREDIENT","","39.68","","1","","","","11031.04"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I011","Salt_Morton_50lb/bg Item#202612","13","0","0","0","INGREDIENT","","25.65","","1","","","","333.45"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I012","SugarPowdered_ImperialSugar _50lb/bg_50pp Item#200270","74","0","0","0","INGREDIENT","","40.19","","1","","","","2974.06"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I013","BakingSoda_GenesisAlkali _50lb/bg Item#200214","16","0","0","0","INGREDIENT","","40.89","","1","","","","654.24"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I014","BakingPowder_DakotaBlenders _50lb/bg Item#202576","49","0","0","0","INGREDIENT","","120.96","","1","","","","5927.04"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I015","XanthanGum_Fufeng_50lb/bg Item#201594","4","0","0","0","INGREDIENT","","337.06","","1","","","","1348.24"
"Sumner Vault","MEDOSWEET","I016","EggsLiquid_Willamette_40lb/cs Item#1159","253","0","0","0","INGREDIENT","","84.80","","1","","","","21454.40"
"Sumner Vault","MEDOSWEET","I017","EggsLiquid_Stiebrs_30lb/cs","0","0","0","0","INGREDIENT","","84.80","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I018","Buttermilk_CountyMorningFarms _5ga/bg_45pp","0","0","0","0","INGREDIENT","","17.12","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I019","Buttermilk_SmithBrotherFarms _5ga/bg_45pp","0","0","0","0","INGREDIENT","","17.12","","1","","","","0.00"
"Sumner Vault","PETERSON","I020","Sourcream_Daisy_27lb/cs_84pp Item#IDA645","201","0","0","0","INGREDIENT","","38.15","","1","","","","7668.15"
"Sumner Vault","MEDOSWEET","I021","ButterUnsalted_Darigold_55lb/cs Item#2235","42","0","0","0","INGREDIENT","","195.09","","1","","","","8193.78"
"Sumner Vault","MEDOSWEET","I022","HeavyCream_Medosweet_5ga/cs Item#801","0","0","0","0","INGREDIENT","","86.59","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I023","BlueberryFrozen_DawnFoods _30lb/cs Item#760357","0","0","0","0","INGREDIENT","","86.64","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I024","RaspberryFrozen_DawnFoods _25lb/bx Item#215251","0","0","0","0","INGREDIENT","","128.88","","1","","","","0.00"
"Sumner Vault","PETERSON","I025","DoblaMistral_Dobla _1085pc/cs Item#27630","16","0","0","0","INGREDIENT","","56.32","","1","","","","901.12"
"Sumner Vault","PETERSON","I026","DoblaForestShaving_Dobla _2850pc/cs Item#25811","17","0","0","0","INGREDIENT","","520.78","","1","","","","8853.26"
"Sumner Vault","PETERSON","I027","DoblaTwister_Dobla _18900pc/cs Item#25820","0","0","0","0","INGREDIENT","","389.03","","1","","","","0.00"
"Sumner Vault","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","1545","0","0","0","INGREDIENT","","47.25","","1","","","","73001.25"
"Sumner Vault","SA MILLIGAN","I031","CinnamonGround_SonHaSpice _25lb/cs","18","0","0","0","INGREDIENT","","102.50","","1","","","","1845.00"
"Sumner Vault","FLAVORCHEM","I032","Cinnamon_Flavorchem _55ga/dr_4pp Item#25.998","1100","0","0","0","INGREDIENT","","28.75","","1","","","","31625.00"
"Sumner Vault","RIA DISTRIBUTION","I033","VanillaExtract_RiaDistribution _55ga/dr_4pp","9","0","0","0","INGREDIENT","","2538.75","","1","","","","22848.75"
"Sumner Vault","COSTCO","I034","SugarInTheRaw_Costco_ 6lb/bg_210pp Item#317946","210","0","0","0","INGREDIENT","","7.99","","1","","","","1677.90"
"Sumner Vault","BAKE MARK","I035","SugarCrystal_C&H _25lb/bg_84pp Item#9485","341","0","0","0","INGREDIENT","","35.99","","1","","","","12272.59"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I037","ChocolateChips_BarryChallebaut _44lb/bg Item#203015","0","0","0","0","INGREDIENT","","129.62","","1","","","","0.00"
"Sumner Vault","BAYCO","I038","ChocolateChips_Unigra _50lb/bg Item#4032","0","0","0","0","INGREDIENT","","130.00","","1","","","","0.00"
"Sumner Vault","SA MILLIGAN","I039","Nutmeg_PacificSpiceCompany _25lb/cs Item#747001-950","1","0","0","0","INGREDIENT","","500.00","","1","","","","500.00"
"Sumner Vault","SA MILLIGAN","I040","Cloves_PacificSpiceCompany _25lb/cs Item#729001-950","1","0","0","0","INGREDIENT","","375.00","","1","","","","375.00"
"Sumner Vault","FOOD GUYS","I042","GFRolledOats_Inmolsia _50lb/bg Item#FT.I.HI","15","0","0","0","INGREDIENT","","71.00","","1","","","","1065.00"
"Sumner Vault","SA MILLIGAN","I043","AllSpice_PacificSpiceCompany _25lb/bg Item#713001-925","8","0","0","0","INGREDIENT","","152.50","","1","","","","1220.00"
"Sumner Vault","SA MILLIGAN","I044","SpiceBlend_SAMilligan _50lb/cs Item#901801-950","18","0","0","0","INGREDIENT","","315.00","","1","","","","5670.00"
"Sumner Vault","SA MILLIGAN","I045","GingerGround_HudsonTraders _50lb/bg Item#737001-950-AB","12","0","0","0","INGREDIENT","","187.50","","1","","","","2250.00"
"Sumner Vault","THE GINGER PEOPLE","I046","GingerPuree_TheGingerPeople _22.05lb/BLItem#25116","566","0","0","0","INGREDIENT","","48.95","","1","","","","27705.70"
"Sumner Vault","THE GINGER PEOPLE","I047","GingerinSyrup_TheGingerPeople _29.8lb/bkItem#21244","195","0","0","0","INGREDIENT","","87.91","","1","","","","17142.45"
"Sumner Vault","THE GINGER PEOPLE","I048","GingerCrystalized_TheGingerPeople _25.4lb/bg Item#20144","136","0","0","0","INGREDIENT","","112.52","","1","","","","15302.72"
"Sumner Vault","OLIVE NATION","I051","LemonEmulsion_OliveNation _1gal Item#BAI14","0","0","0","0","INGREDIENT","","63.99","","1","","","","0.00"
"Sumner Vault","DAWN FOODS INC","I052","PoppySeed_Bayst_50lb/bg Item#250241","1","0","0","0","INGREDIENT","","116.90","","1","","","","116.90"
"Sumner Vault","COSTCO","I008","Coffee_Folgers _1lb/jg_ 480pp Item#24722","1068","0","0","0","INGREDIENT","","10.69","","1","","","","11416.92"
"Sumner Vault","DSM","I029","A2_Maxapal_44lb/jg Item#20821","8","0","0","0","INGREDIENT","","5589.20","","1","","","","44713.60"
"Sumner Vault","FLAVORCHEM","I036","ChocolateFlavor_Flavorchem _5ga/jg Item#17.1179","17","0","0","0","INGREDIENT","","77.97","","1","","","","1325.49"
"Sumner Vault","OLIVE NATION","I049","LemonExtract_OliveNation _1gal Item#AAQ128","0","0","0","0","INGREDIENT","","42.99","","1","","","","0.00"
"Sumner Vault","OLIVE NATION","I050","LemonOil_OliveNation _32floz Item#OCY14","0","0","0","0","INGREDIENT","","113.99","","1","","","","0.00"
"Sumner Vault","CEREAL INGREDIENTS","I041","Cinnamon Chips Inclusions (50lb/cs)Item#2756-4","166","0","0","0","INGREDIENT","","139.00","","1","","","","23074.00"
"Sumner Vault","SYSCO","I053","Mayonnaise_Sysco _30lb/cs_60pp Item#4116489","42","0","0","0","INGREDIENT","","47.99","","1","","","","2015.58"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I054","SunflowerLecithin_ NavadaImports_44lb/cs Item#203018","11","0","0","0","INGREDIENT","","687.80","","1","","","","7565.80"
"Sumner Vault","BAYCO","I055","PalmShortening_Olera_50lb/cs Item#3639","163","0","0","0","INGREDIENT","","64.90","","1","","","","10578.70"
